rank,pipeline,cv_neg_mse,cv_rmse,generation,operator_count
84,"RidgeCV(XGBRegressor(input_matrix, XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=1, XGBRegressor__min_child_weight=13, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0))",-26619.885800223605,163.15601674539496,2,2
85,"RidgeCV(MinMaxScaler(XGBRegressor(input_matrix, XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=1, XGBRegressor__min_child_weight=9, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0)))",-26620.02071126043,163.1564301866783,2,3
86,"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.6500000000000001, ExtraTreesRegressor__min_samples_leaf=9, ExtraTreesRegressor__min_samples_split=11, ExtraTreesRegressor__n_estimators=100)",-26776.402423692547,163.63496699572664,1,1
87,"DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=6, DecisionTreeRegressor__min_samples_leaf=17, DecisionTreeRegressor__min_samples_split=5)",-27031.61992083781,164.4129554531449,0,1
88,RidgeCV(input_matrix),-27073.388535127648,164.539929911033,0,1
89,"ElasticNetCV(RobustScaler(input_matrix), ElasticNetCV__l1_ratio=0.9, ElasticNetCV__tol=1e-05)",-27313.25104162316,165.26721102996552,0,2
90,"ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=1.0, ElasticNetCV__tol=0.1)",-27797.991355740603,166.7272963726714,0,1
91,"ElasticNetCV(RobustScaler(input_matrix), ElasticNetCV__l1_ratio=0.75, ElasticNetCV__tol=1e-05)",-28332.285901922944,168.3219709423667,1,2
92,"DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=4, DecisionTreeRegressor__min_samples_leaf=14, DecisionTreeRegressor__min_samples_split=6)",-29363.0177319048,171.35640557593638,0,1
93,"DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=4, DecisionTreeRegressor__min_samples_leaf=5, DecisionTreeRegressor__min_samples_split=6)",-29363.0177319048,171.35640557593638,1,1
94,"DecisionTreeRegressor(MinMaxScaler(input_matrix), DecisionTreeRegressor__max_depth=4, DecisionTreeRegressor__min_samples_leaf=14, DecisionTreeRegressor__min_samples_split=6)",-29363.0177319048,171.35640557593638,1,2
95,"AdaBoostRegressor(input_matrix, AdaBoostRegressor__learning_rate=0.01, AdaBoostRegressor__loss=linear, AdaBoostRegressor__n_estimators=100)",-30599.655950922148,174.92757344376028,0,1
96,"AdaBoostRegressor(StandardScaler(input_matrix), AdaBoostRegressor__learning_rate=0.01, AdaBoostRegressor__loss=linear, AdaBoostRegressor__n_estimators=100)",-30599.655950922148,174.92757344376028,1,2
97,"KNeighborsRegressor(VarianceThreshold(input_matrix, VarianceThreshold__threshold=0.001), KNeighborsRegressor__n_neighbors=29, KNeighborsRegressor__p=1, KNeighborsRegressor__weights=uniform)",-31152.426495462587,176.50049998643797,0,2
98,"GradientBoostingRegressor(StandardScaler(input_matrix), GradientBoostingRegressor__alpha=0.95, GradientBoostingRegressor__learning_rate=1.0, GradientBoostingRegressor__loss=huber, GradientBoostingRegressor__max_depth=10, GradientBoostingRegressor__max_features=0.5, GradientBoostingRegressor__min_samples_leaf=17, GradientBoostingRegressor__min_samples_split=6, GradientBoostingRegressor__n_estimators=100, GradientBoostingRegressor__subsample=0.9000000000000001)",-31700.790364494704,178.04715769844432,1,2
99,"GradientBoostingRegressor(input_matrix, GradientBoostingRegressor__alpha=0.95, GradientBoostingRegressor__learning_rate=1.0, GradientBoostingRegressor__loss=huber, GradientBoostingRegressor__max_depth=10, GradientBoostingRegressor__max_features=0.5, GradientBoostingRegressor__min_samples_leaf=17, GradientBoostingRegressor__min_samples_split=6, GradientBoostingRegressor__n_estimators=100, GradientBoostingRegressor__subsample=0.9000000000000001)",-31881.57051057122,178.55411087558645,0,1
100,"DecisionTreeRegressor(FastICA(input_matrix, FastICA__tol=0.45), DecisionTreeRegressor__max_depth=3, DecisionTreeRegressor__min_samples_leaf=8, DecisionTreeRegressor__min_samples_split=11)",-34172.59462573277,184.8583095934093,0,2
101,"ExtraTreesRegressor(Nystroem(input_matrix, Nystroem__gamma=0.2, Nystroem__kernel=poly, Nystroem__n_components=5), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.6500000000000001, ExtraTreesRegressor__min_samples_leaf=9, ExtraTreesRegressor__min_samples_split=11, ExtraTreesRegressor__n_estimators=100)",-36010.24193222871,189.7636475519711,0,2
102,"ElasticNetCV(SelectPercentile(input_matrix, SelectPercentile__percentile=85), ElasticNetCV__l1_ratio=0.9, ElasticNetCV__tol=1e-05)",-39755.90790578047,199.388835960744,1,2
103,"ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=0.75, ElasticNetCV__tol=0.01)",-41197.89839369456,202.9726543002642,1,1
104,"ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=0.75, ElasticNetCV__tol=0.0001)",-41199.570296236765,202.97677279983728,0,1
105,"ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=0.5, ElasticNetCV__tol=1e-05)",-42360.70173553993,205.81715607679533,2,1
106,"LinearSVR(input_matrix, LinearSVR__C=20.0, LinearSVR__dual=False, LinearSVR__epsilon=0.001, LinearSVR__loss=squared_epsilon_insensitive, LinearSVR__tol=0.001)",-42633.27163271948,206.47825946747875,0,1
107,"ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=0.4, ElasticNetCV__tol=1e-05)",-42674.99643159277,206.5792739642406,0,1
108,"ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=0.30000000000000004, ElasticNetCV__tol=0.0001)",-43006.44717158143,207.37995846171208,1,1
109,"AdaBoostRegressor(input_matrix, AdaBoostRegressor__learning_rate=1.0, AdaBoostRegressor__loss=exponential, AdaBoostRegressor__n_estimators=100)",-60961.57800041667,246.9039853878764,0,1
110,"XGBRegressor(input_matrix, XGBRegressor__learning_rate=0.001, XGBRegressor__max_depth=4, XGBRegressor__min_child_weight=12, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9500000000000001, XGBRegressor__verbosity=0)",-68278.67112204977,261.30187737949717,2,1
111,"GradientBoostingRegressor(input_matrix, GradientBoostingRegressor__alpha=0.8, GradientBoostingRegressor__learning_rate=0.001, GradientBoostingRegressor__loss=quantile, GradientBoostingRegressor__max_depth=2, GradientBoostingRegressor__max_features=0.8500000000000001, GradientBoostingRegressor__min_samples_leaf=5, GradientBoostingRegressor__min_samples_split=3, GradientBoostingRegressor__n_estimators=100, GradientBoostingRegressor__subsample=0.5)",-125815.29842589963,354.7045227029106,2,1
112,"SGDRegressor(input_matrix, SGDRegressor__alpha=0.0, SGDRegressor__eta0=1.0, SGDRegressor__fit_intercept=True, SGDRegressor__l1_ratio=0.25, SGDRegressor__learning_rate=invscaling, SGDRegressor__loss=huber, SGDRegressor__penalty=elasticnet, SGDRegressor__power_t=100.0)",-4113415.4636712074,2028.1556803340338,3,1
